sp_id,sp_gq_id,age,sex
940550475,450032797,86,M
940550474,450032797,65,M
940550473,450032797,86,M
940550472,450032797,83,M
940550471,450032797,66,M
940550470,450032797,66,M
940550469,450032797,78,M
939705098,450032797,67,F
939705097,450032797,85,F
939705096,450032797,75,F
939705083,450032797,95,F
939705082,450032797,80,F
939705081,450032797,92,F
939705080,450032797,77,F
939705079,450032797,86,F
939705095,450032797,88,F
939705094,450032797,79,F
939705104,450032797,91,F
939705102,450032797,85,F
939705101,450032797,75,F
939705100,450032797,82,F
939705099,450032797,100,F
940671456,450040155,76,M
940671470,450040155,90,M
940671469,450040155,92,M
940671468,450040155,72,M
940671467,450040155,65,M
940671466,450040155,89,M
940671465,450040155,79,M
940671464,450040155,86,M
940671463,450040155,82,M
940671462,450040155,72,M
940671461,450040155,70,M
940671460,450040155,87,M
940671459,450040155,66,M
940671458,450040155,80,M
940671457,450040155,99,M
940671455,450040155,70,M
939328985,450040155,58,F
939328986,450040155,55,F
939328987,450040155,55,F
940013833,450040155,84,F
940013834,450040155,102,F
940013835,450040155,88,F
940013836,450040155,86,F
940013837,450040155,75,F
940013838,450040155,89,F
940013839,450040155,82,F
940013840,450040155,98,F
940013841,450040155,79,F
940013842,450040155,93,F
940013843,450040155,81,F
940013844,450040155,81,F
940013845,450040155,79,F
940013846,450040155,71,F
940013847,450040155,93,F
940013848,450040155,77,F
940013849,450040155,95,F
940013850,450040155,85,F
940013851,450040155,89,F
940013852,450040155,85,F
940013853,450040155,105,F
940013854,450040155,77,F
940013855,450040155,75,F
940013856,450040155,86,F
940013857,450040155,81,F
940013858,450040155,105,F
940013859,450040155,98,F
940013860,450040155,81,F
940013861,450040155,76,F
940013862,450040155,68,F
940013863,450040155,86,F
940013832,450040155,87,F
940013831,450040155,91,F
940013830,450040155,85,F
940013829,450040155,86,F
940013828,450040155,89,F
940013827,450040155,79,F
940013826,450040155,97,F
940013825,450040155,96,F
940013824,450040155,84,F
940013823,450040155,85,F
941482552,450013389,17,M
941482550,450013389,17,M
941482551,450013389,14,M
941482556,450013390,13,F
941482554,450013390,17,F
941482555,450013390,17,F
941482553,450013390,15,F
941482557,450013390,51,F
940428675,450025587,84,M
940428673,450025587,89,M
939416230,450025587,89,F
939416229,450025587,82,F
939416228,450025587,88,F
939416227,450025587,75,F
939416226,450025587,93,F
939416225,450025587,76,F
939416224,450025587,86,F
940428674,450025587,85,M
939416235,450025588,92,F
939416234,450025588,89,F
939416233,450025588,92,F
939416232,450025588,79,F
940428676,450025588,74,M
940428677,450025588,67,M
939416236,450025588,84,F
939416237,450025588,75,F
939416231,450025588,87,F
940428678,450025588,71,M
939416261,450025589,88,F
939416264,450025589,67,F
939416263,450025589,67,F
939416262,450025589,83,F
940429603,450025589,65,M
939416260,450025589,85,F
939416259,450025589,81,F
939416258,450025589,68,F
940428688,450025589,91,M
940429602,450025589,74,M
940550331,450032798,86,M
939704687,450032798,89,F
939704688,450032798,85,F
939704689,450032798,92,F
939704690,450032798,90,F
940550329,450032798,85,M
940550330,450032798,71,M
939704684,450032798,85,F
939704685,450032798,91,F
939704686,450032798,88,F
939972041,450039143,85,F
939972040,450039143,68,F
939972039,450039143,79,F
939972042,450039143,77,F
939972038,450039143,77,F
939972037,450039143,92,F
936682210,450001504,19,F
936682209,450001504,19,F
936682208,450001504,21,F
936682207,450001504,36,F
936682206,450001504,19,F
936682205,450001504,19,F
936682204,450001504,20,F
936682203,450001504,18,F
936682202,450001504,19,F
936682137,450001504,21,M
936682138,450001504,19,M
936682139,450001504,19,M
936682140,450001504,19,M
936682141,450001504,18,M
936682142,450001504,24,M
936682143,450001504,36,M
936682144,450001504,19,M
936682145,450001504,19,M
936682183,450001504,18,F
936682133,450001504,23,M
936682134,450001504,18,M
936682225,450001504,19,F
936682224,450001504,21,F
936682223,450001504,20,F
936682222,450001504,20,F
936682221,450001504,24,F
936682215,450001504,24,F
936682198,450001504,19,F
936682199,450001504,19,F
936682200,450001504,19,F
936682201,450001504,18,F
936682182,450001504,19,F
936682181,450001504,34,F
936682180,450001504,18,F
936682179,450001504,18,F
936682178,450001504,21,F
936682177,450001504,18,F
936682176,450001504,24,F
936682175,450001504,18,F
936682174,450001504,39,F
936682173,450001504,21,F
936682172,450001504,23,F
936682171,450001504,33,F
936682170,450001504,19,F
936682169,450001504,19,F
936682168,450001504,18,M
936682167,450001504,19,M
936682166,450001504,21,M
936682165,450001504,21,M
936682164,450001504,19,M
936682163,450001504,18,M
936682162,450001504,18,M
936682161,450001504,21,M
936682160,450001504,20,M
936682159,450001504,21,M
936682158,450001504,22,M
936682157,450001504,18,M
936682156,450001504,23,M
936682155,450001504,18,M
936682154,450001504,18,M
936682153,450001504,18,M
936682152,450001504,21,M
936682151,450001504,20,M
936682150,450001504,21,M
936682149,450001504,24,M
936682148,450001504,20,M
936682147,450001504,27,M
936682146,450001504,21,M
936682135,450001504,18,M
936682136,450001504,19,M
936682220,450001504,19,F
936682219,450001504,20,F
936682218,450001504,24,F
936682217,450001504,19,F
936682216,450001504,19,F
936682197,450001504,18,F
936682214,450001504,21,F
936682213,450001504,19,F
936682212,450001504,19,F
936682211,450001504,20,F
936682184,450001504,20,F
936682185,450001504,19,F
936682186,450001504,20,F
936682187,450001504,22,F
936682188,450001504,20,F
936682189,450001504,18,F
936682190,450001504,20,F
936682191,450001504,18,F
936682192,450001504,21,F
936682193,450001504,20,F
936682194,450001504,20,F
936682195,450001504,19,F
936682196,450001504,21,F
941482558,450013391,16,M
941483969,450013392,42,M
941483968,450013392,40,M
941483967,450013392,15,M
941483966,450013392,17,M
941483965,450013392,14,M
941483963,450013392,17,M
941483962,450013392,16,M
941483961,450013392,13,M
941483960,450013392,17,M
941483959,450013392,17,M
941483964,450013392,16,M
941483970,450013393,17,F
936682745,450000648,19,M
936684311,450000648,19,F
936684310,450000648,18,F
936684309,450000648,24,F
936684308,450000648,19,F
936684307,450000648,19,F
936684306,450000648,20,F
936684305,450000648,18,F
936684304,450000648,18,F
936684303,450000648,21,F
936684302,450000648,18,F
936684301,450000648,22,F
936684300,450000648,21,F
936684299,450000648,19,F
936684298,450000648,20,F
936684297,450000648,19,F
936684296,450000648,21,F
936684295,450000648,24,F
936684294,450000648,19,F
936684293,450000648,19,F
936684292,450000648,18,F
936684291,450000648,23,F
936684290,450000648,18,F
936684289,450000648,19,F
936684288,450000648,19,F
936684287,450000648,21,F
936684286,450000648,19,F
936684285,450000648,21,F
936684284,450000648,18,F
936684283,450000648,22,F
936684282,450000648,21,F
936684281,450000648,19,F
936684280,450000648,19,F
936684279,450000648,18,F
936684278,450000648,20,F
936684277,450000648,24,F
936684276,450000648,18,F
936684275,450000648,18,F
936684274,450000648,18,F
936684273,450000648,24,F
936684272,450000648,21,F
936684271,450000648,23,F
936684270,450000648,19,F
936684269,450000648,18,F
936684268,450000648,19,F
936684267,450000648,22,F
936684266,450000648,23,F
936684265,450000648,18,F
936684264,450000648,19,F
936684263,450000648,20,F
936684262,450000648,20,F
936684261,450000648,19,F
936684260,450000648,19,F
936684259,450000648,23,F
936684258,450000648,23,F
936684257,450000648,22,F
936684256,450000648,21,F
936684255,450000648,24,F
936684254,450000648,21,F
936684253,450000648,20,F
936684252,450000648,20,F
936684251,450000648,20,F
936684250,450000648,23,F
936684249,450000648,19,F
936684248,450000648,22,F
936684247,450000648,19,F
936684246,450000648,19,F
936684245,450000648,21,F
936684244,450000648,19,F
936684243,450000648,19,F
936684242,450000648,23,F
936684241,450000648,21,F
936684240,450000648,18,F
936684239,450000648,21,F
936684238,450000648,19,F
936684237,450000648,19,F
936684236,450000648,18,F
936684235,450000648,21,F
936684234,450000648,19,F
936684233,450000648,23,F
936684232,450000648,19,F
936684231,450000648,19,F
936684230,450000648,18,F
936684229,450000648,22,F
936684228,450000648,19,F
936684227,450000648,18,F
936684226,450000648,22,F
936684225,450000648,23,F
936684224,450000648,19,F
936684223,450000648,20,F
936684222,450000648,21,F
936684221,450000648,24,F
936684220,450000648,19,F
936684219,450000648,22,F
936684218,450000648,19,F
936684217,450000648,24,F
936684216,450000648,22,F
936684215,450000648,19,F
936684214,450000648,18,F
936684213,450000648,24,F
936684212,450000648,22,F
936684211,450000648,24,F
936684210,450000648,19,F
936684209,450000648,19,F
936684208,450000648,19,F
936684207,450000648,23,F
936684206,450000648,20,F
936684205,450000648,20,F
936684204,450000648,18,F
936684203,450000648,23,F
936684202,450000648,19,F
936684201,450000648,23,F
936684200,450000648,19,F
936684199,450000648,19,F
936684198,450000648,18,F
936684197,450000648,20,F
936684196,450000648,23,F
936684195,450000648,20,F
936684194,450000648,19,F
936684193,450000648,21,F
936684192,450000648,20,F
936684191,450000648,24,F
936684190,450000648,23,F
936684189,450000648,18,F
936684188,450000648,18,F
936684187,450000648,19,F
936684186,450000648,18,F
936684185,450000648,18,F
936684184,450000648,18,F
936684183,450000648,22,F
936684182,450000648,22,F
936684181,450000648,18,F
936684180,450000648,24,F
936684179,450000648,20,F
936684178,450000648,20,F
936684177,450000648,19,F
936684176,450000648,21,F
936684175,450000648,21,F
936684174,450000648,21,F
936684173,450000648,20,F
936684172,450000648,24,F
936684171,450000648,20,F
936684170,450000648,21,F
936684169,450000648,18,F
936684168,450000648,19,F
936684167,450000648,19,F
936684166,450000648,20,F
936684165,450000648,18,F
936684164,450000648,19,F
936684163,450000648,20,F
936684162,450000648,18,F
936684161,450000648,23,F
936684160,450000648,22,F
936684159,450000648,19,F
936684158,450000648,22,F
936684157,450000648,19,F
936684156,450000648,18,F
936684155,450000648,18,F
936684154,450000648,19,F
936684153,450000648,18,F
936684152,450000648,22,F
936684151,450000648,23,F
936684150,450000648,18,F
936684149,450000648,20,F
936684148,450000648,21,F
936684147,450000648,18,F
936684146,450000648,20,F
936684145,450000648,18,F
936684144,450000648,18,F
936684143,450000648,19,F
936684142,450000648,22,F
936684141,450000648,22,F
936684140,450000648,18,F
936684139,450000648,19,F
936684138,450000648,18,F
936684137,450000648,22,F
936684136,450000648,19,F
936684135,450000648,21,F
936684134,450000648,19,F
936684133,450000648,19,F
936684132,450000648,19,F
936684131,450000648,19,F
936684130,450000648,19,F
936684129,450000648,19,F
936684128,450000648,29,F
936684127,450000648,20,F
936684126,450000648,18,F
936684125,450000648,21,F
936684124,450000648,19,F
936684123,450000648,23,F
936684122,450000648,19,F
936684121,450000648,19,F
936684120,450000648,20,F
936684119,450000648,19,F
936684118,450000648,19,F
936684117,450000648,19,F
936684116,450000648,22,F
936684115,450000648,22,F
936684114,450000648,19,F
936684113,450000648,19,F
936684112,450000648,21,F
936684111,450000648,18,F
936684110,450000648,20,F
936684109,450000648,23,F
936684108,450000648,19,F
936684107,450000648,18,F
936684106,450000648,21,F
936684105,450000648,20,F
936684104,450000648,21,F
936684103,450000648,24,F
936684102,450000648,18,F
936684101,450000648,19,F
936684100,450000648,18,F
936684099,450000648,20,F
936684098,450000648,20,F
936684097,450000648,19,F
936684096,450000648,19,F
936684095,450000648,18,F
936684094,450000648,18,F
936684093,450000648,19,F
936684092,450000648,49,F
936684091,450000648,18,F
936684090,450000648,19,F
936684089,450000648,19,F
936684088,450000648,22,F
936684087,450000648,19,F
936684086,450000648,19,F
936684085,450000648,19,F
936684084,450000648,18,F
936684083,450000648,19,F
936684082,450000648,18,F
936684081,450000648,19,F
936684080,450000648,23,F
936684079,450000648,20,F
936684078,450000648,19,F
936684077,450000648,19,F
936684076,450000648,20,F
936684075,450000648,20,F
936684074,450000648,22,F
936684073,450000648,19,F
936684072,450000648,21,F
936684071,450000648,18,F
936684070,450000648,18,F
936684069,450000648,21,F
936684068,450000648,23,F
936684067,450000648,19,F
936684066,450000648,20,F
936684065,450000648,19,F
936684064,450000648,42,F
936684063,450000648,21,F
936684062,450000648,18,F
936684061,450000648,19,F
936684060,450000648,19,F
936684059,450000648,19,F
936684058,450000648,19,F
936684057,450000648,18,F
936684056,450000648,22,F
936684055,450000648,19,F
936684054,450000648,22,F
936684053,450000648,24,F
936684052,450000648,19,F
936684051,450000648,20,F
936684050,450000648,18,F
936684049,450000648,18,F
936684048,450000648,21,F
936684047,450000648,18,F
936684046,450000648,19,F
936684045,450000648,28,F
936684044,450000648,19,F
936684043,450000648,22,F
936684042,450000648,20,F
936684041,450000648,23,F
936684040,450000648,18,F
936684039,450000648,22,F
936684038,450000648,22,F
936684037,450000648,18,F
936684036,450000648,19,F
936684035,450000648,19,F
936684034,450000648,19,F
936684033,450000648,19,F
936684032,450000648,22,F
936684031,450000648,22,F
936684030,450000648,19,F
936684029,450000648,36,F
936684028,450000648,19,F
936684027,450000648,21,F
936684026,450000648,22,F
936684025,450000648,18,F
936684024,450000648,18,F
936684023,450000648,22,F
936684022,450000648,22,F
936684021,450000648,22,F
936684020,450000648,22,F
936684019,450000648,23,F
936684018,450000648,20,F
936684017,450000648,22,F
936684016,450000648,19,F
936684015,450000648,23,F
936684014,450000648,24,F
936684013,450000648,19,F
936684012,450000648,20,F
936684011,450000648,23,F
936684010,450000648,18,F
936684009,450000648,19,F
936684008,450000648,20,F
936684007,450000648,21,F
936684006,450000648,23,F
936684005,450000648,23,F
936684004,450000648,21,F
936684003,450000648,24,F
936684002,450000648,19,F
936684001,450000648,19,F
936684000,450000648,21,F
936683999,450000648,19,F
936683998,450000648,23,F
936683997,450000648,18,F
936683996,450000648,19,F
936683995,450000648,20,F
936683994,450000648,18,F
936683993,450000648,18,F
936683992,450000648,22,F
936683991,450000648,22,F
936683990,450000648,23,F
936683989,450000648,18,F
936683988,450000648,21,F
936683987,450000648,21,F
936683986,450000648,19,F
936683985,450000648,23,F
936683984,450000648,18,F
936683983,450000648,21,F
936683982,450000648,18,F
936683981,450000648,19,F
936683980,450000648,18,F
936683979,450000648,18,F
936683978,450000648,24,F
936683977,450000648,24,F
936683976,450000648,18,F
936683975,450000648,19,F
936683974,450000648,19,F
936683973,450000648,32,F
936683972,450000648,19,F
936683971,450000648,19,F
936683970,450000648,19,F
936683969,450000648,26,F
936683968,450000648,29,F
936683967,450000648,20,F
936683966,450000648,22,F
936683965,450000648,23,F
936683964,450000648,22,F
936683963,450000648,19,F
936683962,450000648,20,F
936683961,450000648,19,F
936683960,450000648,21,F
936683959,450000648,18,F
936683958,450000648,19,F
936683957,450000648,19,F
936683956,450000648,18,F
936683955,450000648,21,F
936683954,450000648,20,F
936683953,450000648,21,F
936683952,450000648,26,F
936683951,450000648,19,F
936683950,450000648,19,F
936683949,450000648,19,F
936683948,450000648,20,F
936683947,450000648,23,F
936683946,450000648,19,F
936683945,450000648,20,F
936683944,450000648,20,F
936683943,450000648,19,F
936683942,450000648,23,F
936683941,450000648,20,F
936683940,450000648,20,F
936683939,450000648,19,F
936683938,450000648,18,F
936683937,450000648,20,F
936683936,450000648,18,F
936683935,450000648,19,F
936683934,450000648,19,F
936683933,450000648,19,F
936683932,450000648,19,F
936683931,450000648,18,F
936683930,450000648,18,F
936683929,450000648,18,F
936683928,450000648,22,F
936683927,450000648,22,F
936683926,450000648,19,F
936683925,450000648,19,F
936683924,450000648,19,F
936683923,450000648,27,F
936683922,450000648,18,F
936683921,450000648,19,F
936683920,450000648,24,F
936683919,450000648,18,F
936683918,450000648,20,F
936683917,450000648,19,F
936683916,450000648,24,F
936683915,450000648,21,F
936683914,450000648,19,F
936683913,450000648,20,F
936683912,450000648,19,F
936683911,450000648,20,F
936683910,450000648,19,F
936683909,450000648,19,F
936683908,450000648,19,F
936683907,450000648,19,F
936683906,450000648,18,F
936683905,450000648,22,F
936683904,450000648,19,F
936683903,450000648,19,F
936683902,450000648,24,F
936683901,450000648,21,F
936683900,450000648,20,F
936683899,450000648,19,F
936683898,450000648,24,F
936683897,450000648,18,F
936683896,450000648,20,F
936683895,450000648,18,F
936683894,450000648,32,F
936683893,450000648,19,F
936683892,450000648,20,F
936683891,450000648,20,F
936683890,450000648,19,F
936683889,450000648,19,F
936683888,450000648,18,F
936683887,450000648,19,F
936683886,450000648,18,F
936683885,450000648,18,F
936683884,450000648,21,F
936683883,450000648,26,F
936683882,450000648,19,F
936683881,450000648,43,F
936683880,450000648,22,F
936683879,450000648,22,F
936683878,450000648,18,F
936683877,450000648,21,F
936683876,450000648,19,F
936683875,450000648,18,F
936683874,450000648,20,F
936683873,450000648,18,F
936683872,450000648,18,F
936683871,450000648,24,F
936683870,450000648,22,F
936683869,450000648,20,F
936683868,450000648,19,F
936683867,450000648,19,F
936683866,450000648,18,F
936683865,450000648,23,F
936683864,450000648,19,F
936683863,450000648,19,F
936683862,450000648,18,F
936683861,450000648,18,F
936683860,450000648,19,F
936683859,450000648,19,F
936683858,450000648,19,F
936683857,450000648,19,F
936683856,450000648,22,F
936683855,450000648,19,F
936683854,450000648,24,F
936683853,450000648,23,F
936683852,450000648,18,F
936683851,450000648,20,F
936683850,450000648,19,F
936683849,450000648,19,F
936683848,450000648,20,F
936683847,450000648,18,F
936683846,450000648,19,F
936683845,450000648,18,F
936683844,450000648,18,F
936683843,450000648,19,F
936683842,450000648,19,F
936683841,450000648,22,F
936683840,450000648,19,F
936683839,450000648,19,F
936683838,450000648,24,F
936683837,450000648,19,F
936683836,450000648,18,F
936683835,450000648,18,F
936683834,450000648,21,F
936683833,450000648,19,F
936683832,450000648,18,F
936683831,450000648,18,F
936683830,450000648,20,F
936683829,450000648,19,F
936683828,450000648,18,F
936683827,450000648,19,F
936683826,450000648,20,F
936683825,450000648,20,F
936683824,450000648,20,F
936683823,450000648,22,F
936683822,450000648,19,F
936683821,450000648,19,F
936683820,450000648,18,F
936683819,450000648,27,F
936683818,450000648,20,F
936683817,450000648,18,F
936683816,450000648,20,F
936683815,450000648,20,F
936683814,450000648,18,F
936683813,450000648,19,F
936683812,450000648,20,F
936683811,450000648,18,F
936683810,450000648,18,F
936683809,450000648,18,F
936683808,450000648,18,F
936683807,450000648,20,F
936683806,450000648,22,F
936683805,450000648,19,F
936683804,450000648,20,F
936683803,450000648,20,F
936683802,450000648,19,F
936683801,450000648,18,F
936683800,450000648,19,F
936683799,450000648,18,F
936683798,450000648,20,F
936683797,450000648,22,F
936683796,450000648,20,F
936683795,450000648,23,F
936683794,450000648,22,F
936683793,450000648,33,F
936683792,450000648,19,F
936683791,450000648,19,F
936683790,450000648,21,F
936683789,450000648,20,F
936683788,450000648,19,F
936683787,450000648,19,F
936683786,450000648,18,F
936683785,450000648,23,F
936683784,450000648,20,F
936683783,450000648,21,F
936683782,450000648,18,F
936683781,450000648,23,F
936683780,450000648,22,F
936683779,450000648,19,F
936683778,450000648,19,F
936683777,450000648,19,F
936683776,450000648,18,F
936683775,450000648,21,F
936683774,450000648,18,F
936683773,450000648,21,F
936683772,450000648,24,F
936683771,450000648,18,F
936683770,450000648,18,F
936683769,450000648,19,F
936683768,450000648,18,F
936683767,450000648,24,F
936683766,450000648,19,F
936683765,450000648,19,F
936683764,450000648,21,F
936683763,450000648,19,F
936683762,450000648,19,F
936683761,450000648,18,F
936683760,450000648,19,F
936683759,450000648,18,F
936683758,450000648,22,F
936683757,450000648,19,F
936683756,450000648,21,F
936683755,450000648,18,F
936683754,450000648,23,F
936683753,450000648,23,F
936683752,450000648,22,F
936683751,450000648,23,F
936683750,450000648,22,F
936683749,450000648,18,F
936683748,450000648,19,F
936683747,450000648,21,F
936683746,450000648,19,F
936683745,450000648,20,F
936683744,450000648,18,F
936683743,450000648,18,F
936683742,450000648,24,F
936683741,450000648,21,F
936683740,450000648,24,F
936683739,450000648,19,F
936683738,450000648,18,F
936683737,450000648,19,F
936683736,450000648,24,F
936683735,450000648,19,F
936683734,450000648,23,F
936683733,450000648,19,F
936683732,450000648,18,F
936683731,450000648,18,F
936683730,450000648,19,F
936683729,450000648,19,F
936683728,450000648,23,F
936683727,450000648,19,F
936683726,450000648,18,F
936683725,450000648,19,F
936683724,450000648,18,F
936683723,450000648,20,F
936683722,450000648,19,F
936683721,450000648,19,F
936683720,450000648,22,F
936683719,450000648,19,F
936683718,450000648,20,F
936683717,450000648,20,F
936683716,450000648,22,F
936683715,450000648,18,F
936683714,450000648,18,F
936683713,450000648,23,F
936683712,450000648,19,F
936683711,450000648,19,F
936683710,450000648,23,F
936683709,450000648,22,F
936683708,450000648,19,F
936683707,450000648,23,F
936683706,450000648,19,F
936683705,450000648,21,F
936683704,450000648,20,F
936683703,450000648,19,F
936683702,450000648,24,F
936683701,450000648,24,F
936683700,450000648,18,F
936683699,450000648,19,F
936683698,450000648,18,F
936683697,450000648,19,F
936683696,450000648,18,F
936683695,450000648,23,F
936683694,450000648,19,F
936683693,450000648,22,F
936683692,450000648,19,F
936683691,450000648,19,F
936683690,450000648,33,F
936683689,450000648,18,F
936683688,450000648,19,F
936683687,450000648,24,F
936683686,450000648,21,F
936683685,450000648,19,F
936683684,450000648,18,F
936683683,450000648,18,F
936683682,450000648,20,F
936683681,450000648,19,F
936683680,450000648,20,F
936683679,450000648,21,F
936683678,450000648,23,F
936683677,450000648,20,F
936683676,450000648,24,F
936683675,450000648,18,F
936683674,450000648,22,F
936683673,450000648,19,F
936683672,450000648,22,F
936683671,450000648,21,F
936683670,450000648,24,F
936683669,450000648,44,F
936683668,450000648,19,F
936683667,450000648,19,F
936683666,450000648,18,F
936683665,450000648,19,F
936683664,450000648,22,F
936683663,450000648,24,F
936683662,450000648,22,F
936683661,450000648,22,F
936683660,450000648,24,F
936683659,450000648,20,F
936683658,450000648,21,F
936683657,450000648,19,F
936683656,450000648,20,F
936683655,450000648,18,F
936683654,450000648,19,F
936683653,450000648,19,F
936683652,450000648,18,F
936683651,450000648,19,F
936683650,450000648,18,F
936683649,450000648,18,F
936683648,450000648,33,F
936683647,450000648,23,F
936683646,450000648,18,F
936683645,450000648,19,F
936683644,450000648,19,F
936683643,450000648,19,F
936683642,450000648,18,F
936683641,450000648,24,F
936683640,450000648,19,F
936683639,450000648,18,F
936683638,450000648,22,F
936683637,450000648,19,F
936683636,450000648,22,F
936683635,450000648,19,F
936683634,450000648,19,F
936683633,450000648,18,F
936683632,450000648,18,F
936683631,450000648,18,F
936683630,450000648,19,F
936683629,450000648,18,F
936683628,450000648,20,F
936683627,450000648,20,F
936683626,450000648,19,F
936683625,450000648,21,F
936683624,450000648,19,F
936683623,450000648,19,F
936683622,450000648,19,F
936683621,450000648,19,F
936683620,450000648,19,F
936683619,450000648,19,F
936683618,450000648,19,F
936683617,450000648,19,F
936683616,450000648,18,F
936683615,450000648,20,F
936683614,450000648,19,F
936683613,450000648,19,F
936683612,450000648,19,F
936683611,450000648,18,F
936683610,450000648,21,F
936683609,450000648,19,F
936683608,450000648,24,F
936683607,450000648,22,F
936683606,450000648,19,F
936683605,450000648,20,F
936683604,450000648,19,F
936683603,450000648,24,F
936683602,450000648,20,F
936683601,450000648,21,F
936683600,450000648,19,F
936683599,450000648,22,F
936683598,450000648,19,F
936683597,450000648,18,F
936683596,450000648,19,F
936683595,450000648,19,F
936683594,450000648,20,F
936683593,450000648,18,F
936683592,450000648,21,F
936683591,450000648,19,F
936683590,450000648,19,F
936683589,450000648,21,F
936683588,450000648,21,F
936683587,450000648,19,F
936683586,450000648,21,F
936683585,450000648,19,F
936683584,450000648,20,F
936683583,450000648,19,F
936683582,450000648,20,F
936683581,450000648,21,F
936683580,450000648,19,F
936683579,450000648,18,F
936683578,450000648,22,F
936683577,450000648,18,F
936683576,450000648,23,F
936683575,450000648,20,F
936683574,450000648,19,F
936683573,450000648,18,F
936683572,450000648,19,F
936683571,450000648,19,F
936683570,450000648,24,F
936683569,450000648,19,F
936683568,450000648,20,F
936683567,450000648,20,F
936683566,450000648,18,F
936683565,450000648,21,F
936683564,450000648,20,F
936683563,450000648,19,F
936683562,450000648,18,F
936683561,450000648,19,F
936683560,450000648,19,F
936683559,450000648,19,F
936683558,450000648,24,F
936683557,450000648,18,F
936683556,450000648,19,F
936683555,450000648,18,F
936683554,450000648,19,F
936683553,450000648,18,F
936683552,450000648,18,F
936683551,450000648,20,F
936683550,450000648,21,F
936683549,450000648,24,F
936683548,450000648,18,F
936683547,450000648,19,F
936683546,450000648,19,F
936683545,450000648,19,F
936683544,450000648,19,F
936683543,450000648,19,F
936683542,450000648,22,F
936683541,450000648,19,F
936683540,450000648,18,F
936683539,450000648,20,F
936683538,450000648,21,F
936683537,450000648,18,F
936683536,450000648,22,F
936683535,450000648,24,F
936683534,450000648,19,F
936683533,450000648,18,F
936683532,450000648,21,F
936683531,450000648,21,F
936683530,450000648,22,F
936683529,450000648,20,F
936683528,450000648,18,F
936683527,450000648,28,F
936683526,450000648,18,F
936683525,450000648,22,F
936683524,450000648,19,F
936683523,450000648,23,F
936683522,450000648,18,F
936683521,450000648,18,F
936683520,450000648,23,F
936683519,450000648,18,F
936683518,450000648,19,F
936683517,450000648,19,F
936683516,450000648,19,F
936683515,450000648,21,F
936683514,450000648,22,F
936683513,450000648,19,F
936683512,450000648,24,F
936683511,450000648,19,F
936683510,450000648,19,F
936683509,450000648,20,F
936683508,450000648,18,F
936683507,450000648,19,F
936683506,450000648,21,F
936683505,450000648,23,F
936683504,450000648,18,F
936683503,450000648,25,F
936683502,450000648,20,F
936683501,450000648,21,F
936683500,450000648,21,F
936683499,450000648,18,F
936683498,450000648,18,F
936683497,450000648,24,F
936683496,450000648,19,F
936683495,450000648,23,F
936683494,450000648,18,F
936683493,450000648,18,F
936683492,450000648,22,F
936683491,450000648,23,F
936683490,450000648,19,F
936683489,450000648,19,F
936683488,450000648,24,F
936683487,450000648,20,F
936683486,450000648,19,F
936683485,450000648,19,F
936683484,450000648,18,F
936683483,450000648,19,F
936683482,450000648,21,F
936683481,450000648,18,F
936683480,450000648,23,F
936683479,450000648,19,F
936683478,450000648,23,F
936683477,450000648,19,F
936683476,450000648,23,F
936683475,450000648,18,F
936683474,450000648,24,F
936683473,450000648,23,F
936683472,450000648,20,F
936683471,450000648,19,F
936683470,450000648,19,F
936683469,450000648,28,F
936683468,450000648,19,F
936683467,450000648,20,F
936683466,450000648,21,F
936683465,450000648,18,F
936683464,450000648,19,F
936683463,450000648,19,F
936683462,450000648,18,F
936683461,450000648,24,F
936683460,450000648,19,F
936683459,450000648,23,F
936683458,450000648,24,F
936683457,450000648,19,F
936683456,450000648,19,F
936683455,450000648,22,F
936683454,450000648,22,F
936683453,450000648,20,F
936683452,450000648,20,F
936683451,450000648,23,F
936683450,450000648,18,F
936683449,450000648,24,F
936683448,450000648,24,F
936683447,450000648,19,F
936683446,450000648,19,F
936683445,450000648,19,F
936683444,450000648,23,F
936683443,450000648,23,F
936683442,450000648,19,F
936683441,450000648,21,F
936683440,450000648,37,F
936683439,450000648,18,F
936683438,450000648,20,F
936683437,450000648,19,F
936683436,450000648,19,F
936683435,450000648,19,F
936683434,450000648,18,F
936683433,450000648,18,F
936683432,450000648,21,F
936683431,450000648,19,F
936683430,450000648,18,F
936683429,450000648,26,F
936683428,450000648,20,F
936683427,450000648,23,F
936683426,450000648,19,F
936683425,450000648,19,F
936683424,450000648,18,F
936683423,450000648,19,F
936683422,450000648,19,F
936683421,450000648,19,F
936683420,450000648,24,F
936683419,450000648,18,F
936683418,450000648,19,F
936683417,450000648,18,F
936683416,450000648,19,F
936683415,450000648,19,F
936683414,450000648,20,F
936683413,450000648,22,F
936683412,450000648,20,F
936683411,450000648,21,F
936683410,450000648,19,F
936683409,450000648,21,F
936683408,450000648,19,F
936683407,450000648,19,F
936683406,450000648,20,F
936683405,450000648,18,F
936683404,450000648,18,F
936683403,450000648,19,F
936683402,450000648,28,F
936683401,450000648,18,F
936683400,450000648,19,F
936683399,450000648,22,F
936683398,450000648,19,F
936683397,450000648,18,F
936683396,450000648,24,F
936683395,450000648,19,F
936683394,450000648,19,F
936683393,450000648,19,F
936683392,450000648,19,F
936683391,450000648,21,F
936683390,450000648,20,F
